,ScripCode,TradingSymbol,Description,InstrumentType
1615,21726,MATRIMONY-EQ,MATRIMONY.COM LIMITED,0
1616,17022,MAWANASUG-EQ,MAWANA SUGARS LIMITED,0
1617,19646,MAXESTATES-EQ,MAX ESTATES LIMITED,0
1618,22377,MAXHEALTH-EQ,MAX HEALTHCARE INS LTD,0
1619,22428,MAXIND-EQ,MAX INDIA LIMITED,0
1620,21691,MAXPOSURE-SM,MAXPOSURE LIMITED,0
1621,28906,MAYURUNIQ-EQ,MAYUR UNIQUOTERS LTD,0
1622,18870,MAZDA-BE,MAZDA LIMITED,0
1623,509,MAZDOCK-EQ,MAZAGON DOCK SHIPBUIL LTD,0
1624,12686,MBAPL-EQ,MADHYA BHARAT AGRO P. LTD,0
1625,25580,MBECL-BZ,MCNALLY BH. ENG. CO.LTD,0
1626,18029,MBLINFRA-EQ,MBL INFRASTRUCTURE LTD,0
1627,22362,MCL-BE,MADHAV COPPER LIMITED,0
1628,11944,MCLEODRUSS-BE,MCLEOD RUSSEL INDIA LTD.,0
1629,14583,MCON-ST,MCON RASAYAN INDIA LTD,0
1630,31181,MCX-EQ,MULTI COMMODITY EXCHANGE,0
1631,2132,MDL-SM,MARVEL DECOR LIMITED,0
1632,11956,MEDANTA-EQ,GLOBAL HEALTH LIMITED,0
1633,21705,MEDIASSIST-EQ,MEDI ASSIST HEALTH SER L,0
1634,6278,MEDICAMEQ-EQ,MEDICAMEN BIOTECH LIMITED,0
1635,9667,MEDICO-EQ,MEDICO REMEDIES LIMITED,0
1636,24245,MEDIORG-ST,MEDICAMEN ORGANICS LTD,0
1637,7254,MEDPLUS-EQ,MEDPLUS HEALTH SERV LTD,0
1638,10971,MEGAFLEX-SM,MEGA FLEX PLASTICS LTD,0
1639,14797,MEGASOFT-BE,MEGASOFT LTD,0
1640,8153,MEGASTAR-EQ,MEGASTAR FOODS LIMITED,0
1641,22560,MEGATHERM-SM,MEGATHERM INDUCTION LTD,0
1642,6961,MENONBE-EQ,MENON BEARINGS LIMITED,0
1643,25882,MEP-BZ,MEP INFRA. DEVELOPERS LTD,0
1644,25744,METAL-EQ,MIRAEAMC - METAL,0
1645,24861,METALIETF-EQ,ICICIPRAMC - METALIETF,0
1646,7242,METROBRAND-EQ,METRO BRANDS LIMITED,0
1647,9581,METROPOLIS-EQ,METROPOLIS HEALTHCARE LTD,0
1648,24939,MFML-BE,MAHALAXMI FABRIC MILLS LT,0
1649,2142,MFSL-EQ,MAX FINANCIAL SERV LTD,0
1650,1593,MGEL-EQ,MANGALAM GLOBAL ENT LTD,0
1651,17534,MGL-EQ,MAHANAGAR GAS LTD.,0
1652,1429,MHHL-ST,MOHINI HEALTH&HYGIENE LTD,0
1653,7889,MHLXMIRU-BE,MAHALAXMI RUBTECH LIMITED,0
1654,17333,MHRIL-EQ,MAHINDRA HOLIDAYS LTD,0
1655,7169,MICEL-EQ,MIC ELECTRONICS LTD,0
1656,19887,MICROPRO-SM,MICROPRO SOFTWARE SOL L,0
1657,8506,MID150BEES-EQ,NIP IND ETF MIDCAP 150,0
1658,24077,MID150CASE-EQ,ZERODHAAMC - MID150CASE,0
1659,8077,MIDCAP-EQ,KOTAKMAMC - KOTAKMID50,0
1660,8413,MIDCAPETF-EQ,MIRAEAMC - MAM150ETF,0
1661,17152,MIDCAPIETF-EQ,ICICIPRAMC - ICICIM150,0
1662,2463,MIDHANI-EQ,MISHRA DHATU NIGAM LTD,0
1663,7456,MIDQ50ADD-EQ,DSPAMC - DSPQ50ETF,0
1664,17702,MIDSELIETF-EQ,ICICI PRUD MIDCAP SEL ETF,0
1665,23855,MIDSMALL-EQ,MIRAEAMC - MIDSMALL,0
1666,24632,MIEL-ST,MANGLAM INFRA & ENG LTD,0
1667,159,MILTON-SM,MILTON INDUSTRIES LIMITED,0
1668,25897,MINDACORP-EQ,MINDA CORPORATION LTD,0
1669,8900,MINDPOOL-SM,MINDPOOL TECHNOLOGIES LTD,0
1670,22308,MINDSPACE-RR,MINDSPACE BUSINESS P REIT,0
1671,18049,MINDTECK-EQ,MINDTECK (INDIA) LIMITED,0
1672,2202,MIRCELECTR-EQ,MIRC ELECTRONICS LTD,0
1673,4394,MIRZAINT-EQ,MIRZA INTERNATIONAL LIMIT,0
1674,8469,MITCON-EQ,MITCON CON & ENG SER LTD,0
1675,24802,MITCONPP-E1,MITCON CON RS.2.50 PPD UP,0
1676,18562,MITTAL-EQ,MITTAL LIFE STYLE LIMITED,0
1677,16738,MKPL-BE,M K PROTEINS LIMITED,0
1678,13844,MMFL-EQ,MM FORGINGS LTD,0
1679,16395,MMP-EQ,MMP INDUSTRIES LIMITED,0
1680,17957,MMTC-EQ,MMTC LIMITED,0
1681,10676,MNC-EQ,KOTAKMAMC - KOTAKMNC,0
1682,28046,MOBIKWIK-EQ,ONE MOBIKWIK SYSTEMS LTD,0
1683,24944,MODEFENCE-EQ,MOTILALAMC - MODEFENCE,0
1684,2229,MODIRUBBER-EQ,MODI RUBBER LTD,0
1685,3316,MODISONLTD-EQ,MODISON LIMITED,0
1686,10370,MODTHREAD-BE,MODERN THREADS INDIA LTD,0
1687,1507,MOGSEC-EQ,MOTILALAMC - G5,0
1688,10508,MOHEALTH-EQ,MOTILALAMC - MOHEALTH,0
1689,29427,MOHITIND-BE,MOHIT INDUSTRIES LTD,0
1690,20830,MOIL-EQ,MOIL LIMITED,0
1691,3586,MOKSH-EQ,MOKSH ORNAMENTS LIMITED,0
1692,5394,MOL-EQ,MEGHMANI ORGANICS LIMITED,0
1693,17625,MOLDTECH-EQ,MOLD-TEK TECHNOLOGIES LTD,0
1694,6713,MOLDTKPAC-EQ,MOLD-TEK PACKAGING LTD,0
1695,8654,MOLOWVOL-EQ,MOTILALAMC - MOLOWVOL,0
1696,21423,MOM100-EQ,MOTILAL OS MIDCAP100 ETF,0
1697,10585,MOM30IETF-EQ,ICICIPRAMC - ICICIMOM30,0
1698,19289,MOM50-EQ,MOTILAL OSWAL M50 ETF,0
1699,10693,MOMENTUM-EQ,BIRLASLAMC - MOMENTUM,0
1700,25606,MOMENTUM50-EQ,MOTILALAMC - MOMENTUM50,0
1701,8182,MOMOMENTUM-EQ,MOTILALAMC - MOMOMENTUM,0
1702,22739,MON100-EQ,MOTILAL OS NASDAQ100 ETF,0
1703,7679,MONARCH-EQ,MONARCH NETWORTH CAP LTD,0
1704,19237,MONIFTY500-EQ,MOTILALAMC - MONIFTY500,0
1705,18392,MONOPHARMA-SM,MONO PHARMACARE LIMITED,0
1706,7422,MONQ50-EQ,MOTILALAMC - MONQ50,0
1707,5938,MONTECARLO-EQ,MONTE CARLO FASHIONS LTD.,0
1708,10822,MOQUALITY-EQ,MOTILALAMC - MOQUALITY,0
1709,25876,MORARJEE-BZ,MORARJEE TEXTILES LIMITED,0
1710,23184,MOREALTY-EQ,MOTILALAMC - MOREALTY,0
1711,2259,MOREPENLAB-EQ,MOREPEN LAB. LTD,0
1712,15057,MOS-ST,MOS UTILITY LIMITED,0
1713,23181,MOSMALL250-EQ,MOTILALAMC - MOSMALL250,0
1714,4204,MOTHERSON-EQ,SAMVRDHNA MTHRSN INTL LTD,0
1715,14947,MOTILALOFS-EQ,MOTILAL OSWAL FIN LTD,0
1716,20788,MOTISONS-EQ,MOTISONS JEWELLERS LTD,0
1717,2268,MOTOGENFIN-EQ,MOTOR & GENERAL FINANCE L,0
1718,10825,MOVALUE-EQ,MOTILALAMC - MOVALUE,0
1719,13502,MOXSH-SM,MOXSH OVERSEAS EDUCON LTD,0
1720,4503,MPHASIS-EQ,MPHASIS LIMITED,0
1721,10578,MPSLTD-EQ,MPS LIMITED,0
1722,21792,MPTODAY-SM,M P TODAY MEDIA LIMITED,0
1723,2277,MRF-EQ,MRF LTD,0
1724,8998,MRO-TEK-EQ,MRO-TEK REALTY LIMITED,0
1725,2283,MRPL-EQ,MRPL,0
1726,11919,MSPL-EQ,MSP STEEL & POWER LTD.,0
1727,9356,MSTCLTD-EQ,MSTC LIMITED,0
1728,8596,MSUMI-EQ,MOTHERSON SUMI WRNG IND L,0
1729,2709,MTARTECH-EQ,MTAR TECHNOLOGIES LIMITED,0
1730,2294,MTNL-EQ,MAHANAGAR TELEPHONE NIGAM,0
1731,19783,MUFIN-EQ,MUFIN GREEN FINANCE LTD,0
1732,20878,MUFTI-EQ,CREDO BRANDS MARKETING L,0
1733,11325,MUKANDLTD-EQ,MUKAND LTD.,0
1734,22980,MUKKA-EQ,MUKKA PROTEINS LIMITED,0
1735,8687,MUKTAARTS-EQ,MUKTA ARTS LIMITED,0
1736,25080,MULTICAP-EQ,MIRAEAMC - MULTICAP,0
1737,13511,MUNJALAU-EQ,MUNJAL AUTO IND. LTD.,0
1738,2307,MUNJALSHOW-EQ,MUNJAL SHOWA LTD,0
1739,2313,MURUDCERA-EQ,MURUDESHWAR CERAMICS LTD,0
1740,10415,MUTHOOTCAP-EQ,MUTHOOT CAP SERV LTD,0
1741,23650,MUTHOOTFIN-EQ,MUTHOOT FINANCE LIMITED,0
1742,20831,MUTHOOTMF-EQ,MUTHOOT MICROFIN LIMITED,0
1743,19015,MVGJL-EQ,MANOJ VAIBHAV GEM N JEW L,0
1744,22976,MVKAGRO-SM,M.V.K. AGRO FOOD PROD LTD,0
1745,10311,MWL-SM,MANGALAM WORLDWIDE LTD,0
1746,25208,MYMUDRA-SM,MY MUDRA FINCORP LIMITED,0
1747,20425,NACLIND-EQ,NACL INDUSTRIES LIMITED,0
1748,17295,NAGAFERT-EQ,NAGARJUN FERT AND CHE LTD,0
1749,14943,NAGREEKCAP-BE,NAGREEKA CAP & INFR.LTD,0
1750,14702,NAGREEKEXP-EQ,NAGREEKA EXPORTS LTD.,0
1751,15360,NAHARCAP-EQ,NAHAR CAP & FIN.,0
1752,13106,NAHARINDUS-EQ,NAHAR INDS ENT LTD,0
1753,14445,NAHARPOLY-EQ,NAHAR POLY FILMS LIMITED,0
1754,14440,NAHARSPING-EQ,NAHAR SPINNING MILLS LTD.,0
1755,357,NAM-INDIA-EQ,NIPPON L I A M LTD,0
1756,23382,NAMAN-ST,NAMAN IN-STORE (INDIA) L,0
1757,25170,NAMOEWASTE-ST,NAMO EWASTE MANAGEMENT L,0
1758,11627,NARMADA-EQ,NARMADA AGROBASE LIMITED,0
1759,3918,NATCOPHARM-EQ,NATCO PHARMA LTD.,0
1760,11065,NATHBIOGEN-EQ,NATH BIO-GENES (I) LTD,0
1761,6364,NATIONALUM-EQ,NATIONAL ALUMINIUM CO LTD,0
1762,13751,NAUKRI-EQ,INFO EDGE (I) LTD,0
1763,4014,NAVA-EQ,NAVA LIMITED,0
1764,14672,NAVINFLUOR-EQ,NAVIN FLUORINE INT. LTD,0
1765,10557,NAVKARCORP-EQ,NAVKAR CORPORATION LTD.,0
1766,29149,NAVKARURB-BE,NAVKAR URBANSTRUCTURE LTD,0
1767,2385,NAVNETEDUL-EQ,NAVNEET EDUCATION LTD,0
1768,2987,NAZARA-EQ,NAZARA TECHNOLOGIES LTD,0
1769,31415,NBCC-EQ,NBCC (INDIA) LIMITED,0
1770,19115,NBIFIN-BE,N.B.I. IND. FIN. CO. LTD,0
1771,2319,NCC-EQ,NCC LIMITED,0
1772,14490,NCLIND-EQ,NCL INDUSTRIES LIMITED,0
1773,18375,NDGL-BE,NAGA DHUNSERI GROUP LTD,0
1774,31258,NDL-EQ,NANDAN DENIM LIMITED,0
1775,14547,NDLVENTURE-EQ,NDL VENTURES LIMITED,0
1776,22255,NDRAUTO-EQ,NDR AUTO COMPONENTS LTD,0
1777,22680,NDRINVIT-IV,NDR INVIT TRUST,0
1778,11427,NDTV-EQ,NDTV LTD,0
1779,13522,NECCLTD-EQ,NORTH EAST CARRY CORP LTD,0
1780,11930,NECLIFE-BE,NECTAR LIFESCIENCES LTD.,0
1781,27126,NEELAM-ST,NEELAM LINENS & GAR (I) L,0
1782,14761,NELCAST-EQ,NELCAST LIMITED,0
1783,2388,NELCO-EQ,NELCO LTD,0
1784,9917,NEOGEN-EQ,NEOGEN CHEMICALS LIMITED,0
1785,24350,NEPHROCARE-SM,NEPHRO CARE INDIA LIMITED,0
1786,15409,NESCO-EQ,NESCO LTD.,0
1787,17963,NESTLEIND-EQ,NESTLE INDIA LIMITED,0
1788,7838,NETF-EQ,TATAAML - NETF,0
1789,17433,NETWEB-EQ,NETWEB TECH INDIA LTD,0
1790,14111,NETWORK18-EQ,NETWORK18 MEDIA & INV LTD,0
1791,2406,NEULANDLAB-EQ,NEULAND LAB LTD.,0
1792,1164,NEWGEN-EQ,NEWGEN SOFTWARE TECH LTD,0
1793,19158,NEWJAISA-SM,NEWJAISA TECHNOLOGIES LTD,0
1794,17181,NEXT50-EQ,MIRAEAMC - MANXT50,0
1795,4529,NEXT50IETF-EQ,ICICIPRAMC - ICICINXT50,0
1796,9864,NEXTMEDIA-BE,NEXT MEDIAWORKS LIMITED,0
1797,13925,NFL-EQ,NATIONAL FERT. LTD,0
1798,5401,NGIL-EQ,NAKODA GROUP OF IND. LTD,0
1799,27089,NGILPP1-E1,NGIL RS. 6 PPD UP,0
1800,10277,NGLFINE-EQ,NGL FINE CHEM LIMITED,0
1801,11840,NH-EQ,NARAYANA HRUDAYALAYA LTD.,0
1802,6531,NHIT-IV,NATIONAL HIGHW INFRA TRUS,0
1803,17400,NHPC-EQ,NHPC LTD,0
1804,399,NIACL-EQ,THE NEW INDIA ASSU CO LTD,0
1805,29737,NIBL-BE,NRB INDUS. BEARINGS LTD.,0
1806,6592,NIDAN-SM,NIDAN LABS AND HEALTH LTD,0
1807,29577,NIF100BEES-EQ,NIP IND ETF NIFTY 100,0
1808,30392,NIF100IETF-EQ,ICICI PRUD NIFTY 100 ETF,0
1809,22524,NIF10GETF-EQ,UTIAMC - NIF10GETF,0
1810,22521,NIF5GETF-EQ,UTIAMC - NIF5GETF,0
1811,22488,NIFITETF-EQ,UTIAMC - NIFITETF,0
1812,18347,NIFMID150-EQ,UTIAMC - NIFMID150,0
1813,18102,NIFTY1-EQ,KOTAK NIFTY ETF,0
1814,7451,NIFTY50ADD-EQ,DSPAMC - DSPN50ETF,0
1815,10576,NIFTYBEES-EQ,NIP IND ETF NIFTY BEES,0
1816,21959,NIFTYBETF-EQ,BFAM - NIFTYBETF,0
1817,6353,NIFTYETF-EQ,MIRAEAMC - MAN50ETF,0
1818,29553,NIFTYIETF-EQ,ICICI PRUD NIFTY ETF,0
1819,10690,NIFTYQLITY-EQ,BIRLASLAMC - NIFTYQLITY,0
1820,11522,NIITLTD-EQ,NIIT LIMITED,0
1821,17747,NIITMTS-EQ,NIIT LEARNING SYSTEMS LTD,0
1822,9253,NILAINFRA-EQ,NILA INFRASTRUCTURES LTD,0
1823,7450,NILASPACES-BE,NILA SPACES LIMITED,0
1824,2421,NILKAMAL-EQ,NILKAMAL LIMITED,0
1825,14194,NINSYS-EQ,NINTEC SYSTEMS LIMITED,0
1826,6782,NIPPOBATRY-EQ,INDO-NATIONAL LIMITED,0
1827,261,NIRAJ-BE,NIRAJ CEMENT STRUC LTD,0
1828,18840,NIRAJISPAT-EQ,NIRAJ ISPAT IND LTD,0
1829,14722,NIRMAN-SM,NIRMAN AGRI GENTICS LTD,0
1830,13304,NITCO-BE,NITCO LIMITED,0
1831,13175,NITINSPIN-EQ,NITIN SPINNERS LIMITED,0
1832,3247,NITIRAJ-EQ,NITIRAJ ENGINEERS LTD,0
1833,27097,NIVABUPA-EQ,NIVA BUPA HEALTH INS CO L,0
1834,9409,NKIND-BE,NKINDUSTRIES LTD,0
1835,8585,NLCINDIA-EQ,NLC INDIA LIMITED,0
1836,15332,NMDC-EQ,NMDC LTD.,0
1837,28801,NMSTEEL-SM,NEWMALAYALAM STEEL LTD,0
1838,2442,NOCIL-EQ,NOCIL LIMITED,0
1839,11214,NOIDATOLL-BE,NOIDA TOLL BRIDGE CO LTD,0
1840,9431,NORBTEAEXP-BE,NORBEN TEA &EXPORTS LTD,0
1841,25426,NORTHARC-EQ,NORTHERN ARC CAPITAL LTD,0
1842,22477,NOVAAGRI-EQ,NOVA AGRITECH LIMITED,0
1843,12978,NPBET-EQ,TATAAML - NPBET,0
1844,5299,NPST-SM,NETWORK PEOPLE SRV TECH L,0
1845,20314,NRAIL-EQ,N R AGARWAL INDS LTD,0
1846,7553,NRBBEARING-EQ,NRB BEARING LIMITED,0
1847,13680,NRL-BE,NUPUR RECYCLERS LIMITED,0
1848,11239,NSIL-EQ,NALWA SONS INVESTMENT LTD,0
1849,14180,NSLNISP-EQ,NMDC STEEL LIMITED,0
1850,11630,NTPC-EQ,NTPC LTD,0
1851,27176,NTPCGREEN-EQ,NTPC GREEN ENERGY LIMITED,0
1852,10791,NUCLEUS-EQ,NUCLEUS SOFTWARE EXPORTS,0
1853,2353,NURECA-BE,NURECA LIMITED,0
1854,18721,NUVAMA-EQ,NUVAMA WEALTH MANAGE LTD,0
1855,5426,NUVOCO-EQ,NUVOCO VISTAS CORP LTD,0
1856,11457,NV20-EQ,KOTAKMAMC - KTKNV20ETF,0
1857,9847,NV20BEES-EQ,NIP IND ETF ETF NV20,0
1858,17475,NV20IETF-EQ,ICICI PRUDENTIAL NV20 ETF,0
1859,15815,NXST-RR,NEXUS SELECT TRUST,0
1860,24298,NXT-INFRA-IV,NXT-INFRA TRUST,0
1861,6545,NYKAA-EQ,FSN E COMMERCE VENTURES,0
1862,10768,OAL-EQ,ORIENTAL AROMATICS LTD,0
1863,8797,OBCL-EQ,ORISSA BENGAL CARRIER LTD,0
1864,20242,OBEROIRLTY-EQ,OBEROI REALTY LIMITED,0
1865,25926,OBSCP-ST,OBSC PERFECTION LIMITED,0
1866,12231,OCCL-EQ,ORIENTAL CARBN & CHEM LTD,0
1867,25918,OCCLLTD-EQ,OCCL LIMITED,0
1868,27575,ODIGMA-BE,ODIGMA CONSULTANCY SOL L,0
1869,10738,OFSS-EQ,ORACLE FIN SERV SOFT LTD.,0
1870,17438,OIL-EQ,OIL INDIA LTD,0
1871,8109,OILCOUNTUB-BE,OIL COUNTRY TUBULAR LTD.,0
1872,24533,OILIETF-EQ,ICICIPRAMC - OILIETF,0
1873,24777,OLAELEC-EQ,OLA ELECTRIC MOBILITY LTD,0
1874,10637,OLECTRA-EQ,OLECTRA GREENTECH LIMITED,0
1875,19386,OLIL-SM,ONECLICK LOGISTICS IND L,0
1876,10922,OMAXAUTO-EQ,OMAX AUTOS LTD,0
1877,14853,OMAXE-EQ,OMAXE LIMITED,0
1878,120,OMFURN-ST,OMFURN INDIA LIMITED,0
1879,24231,OMINFRAL-EQ,OM INFRA LIMITED,0
1880,19703,ONDOOR-ST,ON DOOR CONCEPTS LIMITED,0
1881,25492,ONELIFECAP-EQ,ONELIFE CAP ADVISORS LTD,0
1882,9939,ONEPOINT-EQ,ONE POINT ONE SOL LTD,0
1883,29226,ONESOURCE-BE,ONESOURCE SPECL PHARMA L,0
1884,2475,ONGC-EQ,OIL AND NATURAL GAS CORP.,0
1885,15278,ONMOBILE-EQ,ONMOBILE GLOBAL LTD.,0
1886,2481,ONWARDTEC-EQ,ONWARD TECHNOLOGIES LTD,0
1887,27143,ONYX-ST,ONYX BIOTEC LIMITED,0
1888,21469,OPTIEMUS-EQ,OPTIEMUS INFRACOM LTD,0
1889,31479,ORBTEXP-BE,ORBIT EXPORTS LIMITED,0
1890,926,ORCHPHARMA-EQ,ORCHID PHARMA LIMITED,0
1891,17882,ORIANA-SM,ORIANA POWER LIMITED,0
1892,10159,ORICONENT-EQ,ORICON ENTERPRISES LTD,0
1893,14346,ORIENTALTL-EQ,ORIENTAL TRIMEX LTD,0
1894,14278,ORIENTBELL-EQ,ORIENT BELL LIMITED,0
1895,30089,ORIENTCEM-EQ,ORIENT CEMENT LTD.,0
1896,13111,ORIENTCER-EQ,ORIENT CERATECH LIMITED,0
1897,2972,ORIENTELEC-EQ,ORIENT ELECTRIC LIMITED,0
1898,2493,ORIENTHOT-EQ,ORIENT HOTELS LTD,0
1899,18211,ORIENTLTD-BE,ORIENT PRESS LIMITED,0
1900,2496,ORIENTPPR-EQ,ORIENT PAPER AND INDS LTD,0
1901,24961,ORIENTTECH-EQ,ORIENT TECHNOLOGIES LTD,0
1902,19931,ORISSAMINE-EQ,ORISSA MIN DEV CO LTD,0
1903,2979,ORTINGLOBE-EQ,ORTIN GLOBAL LIMITED,0
1904,10435,OSEINTRUST-IV,ORIENTAL INFRATRUST,0
1905,25389,OSELDEVICE-ST,OSEL DEVICES LIMITED,0
1906,12643,OSIAHYPER-BE,OSIA HYPER RETAIL LIMITED,0
1907,2514,OSWALAGRO-EQ,OSWAL AGRO MILLS LTD,0
1908,471,OSWALGREEN-EQ,OSWAL GREENTECH LIMITED,0
1909,14310,OSWALSEEDS-BE,SHREEOSWAL S AND CHE LTD,0
1910,22911,OWAIS-SM,OWAIS METAL & MINERAL,0
1911,14413,PAGEIND-EQ,PAGE INDUSTRIES LTD,0
1912,25468,PAISALO-EQ,PAISALO DIGITAL LIMITED,0
1913,17197,PAKKA-EQ,PAKKA LIMITED,0
1914,21383,PALASHSECU-EQ,PALASH SECURITIES LTD,0
1915,17059,PALREDTEC-BE,PALRED TECHNOLOGIES LTD,0
1916,4055,PANACEABIO-EQ,PANACEA BIOTEC LTD,0
1917,16355,PANACHE-BE,PANACHE DIGILIFE LIMITED,0
1918,25392,PANAMAPET-EQ,PANAMA PETROCHEM LTD,0
1919,6141,PANSARI-EQ,PANSARI DEVELOPERS LTD,0
1920,5637,PAR-BE,PAR DRUGS AND CHEM LTD,0
1921,13951,PARACABLES-EQ,PARAMOUNT COMM LTD,0
1922,9741,PARADEEP-EQ,PARADEEP PHOSPHATES LTD,0
1923,17130,PARAGMILK-EQ,PARAG MILK FOODS LTD.,0
1924,19782,PARAGON-ST,PARAGON FINE S.C. LTD.,0
1925,25069,PARAMATRIX-SM,PARAMATRIX TECHNOLOGIES L,0
1926,25716,PARAMOUNT-SM,PARAMOUNT DYE TEC LIMITED,0
1927,5911,PARAS-EQ,PARAS DEF AND SPCE TECH L,0
1928,3972,PARASPETRO-EQ,PARAS PETROFILS LTD.,0
1929,5465,PARIN-ST,PARIN ENTERPRISES LIMITED,0
1930,22649,PARKHOTELS-EQ,PARKHOTELS,0
1931,13795,PARSVNATH-BE,PARSVNATH DEVELOPER LTD,0
1932,2599,PARTYCRUS-SM,PARTY CRUISERS LIMITED,0
1933,21658,PASHUPATI-ST,PASHUPATI COTSPIN LIMITED,0
1934,6048,PASUPTAC-BE,PASUPATI ACRYLON LIMITED,0
1935,17029,PATANJALI-EQ,PATANJALI FOODS LIMITED,0
1936,11699,PATELENG-EQ,PATEL ENGINEERING LTD.,0
1937,15219,PATINTLOG-EQ,PATEL INT. LOG. LTD,0
1938,15137,PATTECH-SM,PATTECH FITWELL TUB COM L,0
1939,16192,PAVNAIND-EQ,PAVNA INDUSTRIES LIMITED,0
1940,6705,PAYTM-EQ,ONE 97 COMMUNICATIONS LTD,0
1941,2649,PCBL-EQ,PCBL CHEMICAL LIMITED,0
1942,24290,PCCL-SM,PETRO CARBON AND CHEMI L,0
1943,29124,PCJEWELLER-EQ,PC JEWELLER LTD,0
1944,15377,PDMJEPAPER-EQ,PUDUMJEE PAPER PRO. LTD,0
1945,5264,PDSL-EQ,PDS LIMITED,0
1946,2610,PEARLPOLY-EQ,PEARL POLYMERS LTD,0
1947,2412,PEL-EQ,PIRAMAL ENTERPRISES LTD,0
1948,25411,PELATRO-ST,PELATRO LIMITED,0
1949,20621,PENIND-EQ,PENNAR INDUSTRIES LTD,0
1950,2256,PENINLAND-EQ,PENINSULA LAND LIMITED,0
1951,17132,PENTAGON-SM,PENTAGON RUBBER LIMITED,0
1952,11251,PERFECT-ST,PERFECT INFRAENGINEER LTD,0
1953,18365,PERSISTENT-EQ,PERSISTENT SYSTEMS LTD,0
1954,11351,PETRONET-EQ,PETRONET LNG LIMITED,0
1955,14299,PFC-EQ,POWER FIN CORP LTD.,0
1956,2643,PFIZER-EQ,PFIZER LTD,0
1957,13496,PFOCUS-EQ,PRIME FOCUS LIMITED,0
1958,22602,PFS-EQ,PTC INDIA FIN SERV LTD,0
1959,25358,PGEL-EQ,PG ELECTROPLAST LTD,0
1960,2535,PGHH-EQ,P&G HYGIENE & HEALTH CARE,0
1961,940,PGHL-EQ,PROCTER & GAMBLE HEALTH L,0
1962,14260,PGIL-EQ,PEARL GLOBAL IND LIMITED,0
1963,3494,PGINVIT-IV,POWERGRID INFRA. INVITS,0
1964,11616,PHANTOMFX-ST,PHANTOM DIGITAL EFF LTD,0
1965,4973,PHARMABEES-EQ,NIPPONAMC - NETFPHARMA,0
1966,14552,PHOENIXLTD-EQ,THE PHOENIX MILLS LTD,0
1967,25519,PHOGLOBAL-ST,PHOENIX OVERSEAS LIMITED,0
1968,2664,PIDILITIND-EQ,PIDILITE INDUSTRIES LTD,0
1969,15730,PIGL-BE,POWER INSTRUMENT (G) LTD,0
1970,24184,PIIND-EQ,PI INDUSTRIES LTD,0
1971,11445,PILANIINVS-EQ,PILANI INV & IND COR LTD,0
1972,30835,PILITA-EQ,PIL ITALICA LIFESTYLE LTD,0
1973,13466,PIONEEREMB-BE,PIONEER EMBROIDERIES LTD,0
1974,14134,PITTIENG-EQ,PITTI ENGINEERING LIMITED,0
1975,9087,PIXTRANS-EQ,PIX TRANSMISSIONS LIMITED,0
1976,10318,PKTEA-BE,THE P K TEA PROD CO LTD,0
1977,19492,PLADAINFO-SM,PLADA INFOTECH SERVICES L,0
1978,13920,PLASTIBLEN-EQ,PLASTIBLENDS INDIA LTD,0
1979,22930,PLATIND-EQ,PLATINUM INDUSTRIES LTD,0
1980,19458,PLAZACABLE-EQ,PLAZA WIRES LIMITED,0
1981,10666,PNB-EQ,PUNJAB NATIONAL BANK,0
1982,8736,PNBGILTS-EQ,PNB GILTS LIMITED,0
1983,18908,PNBHOUSING-EQ,PNB HOUSING FIN LTD.,0
1984,9342,PNC-EQ,PRITISH NANDY COMMUNICATI,0
1985,9385,PNCINFRA-EQ,PNC INFRATECH LTD.,0
1986,25312,PNGJL-EQ,P N GADGIL JEWELLERS LTD,0
1987,14385,POCL-EQ,PONDY OXIDES & CHEM LTD,0
1988,19036,PODDARMENT-EQ,PODDAR PIGMENTS LIMITED,0
1989,17651,POKARNA-EQ,POKARNA LIMITED,0
1990,6656,POLICYBZR-EQ,PB FINTECH LIMITED,0
1991,9590,POLYCAB-EQ,POLYCAB INDIA LIMITED,0
1992,25718,POLYMED-EQ,POLY MEDICURE LIMITED,0
1993,2687,POLYPLEX-EQ,POLYPLEX CORPORATION LTD,0
1994,22711,POLYSIL-SM,POLYSIL IRRIGATION SYST L,0
1995,10661,PONNIERODE-EQ,PONNIE SUGARS (ERODE) LTD,0
1996,11403,POONAWALLA-EQ,POONAWALLA FINCORP LTD,0
1997,24867,POSITRON-ST,POSITRON ENERGY LIMITED,0
1998,14977,POWERGRID-EQ,POWER GRID CORP. LTD.,0
1999,18457,POWERINDIA-EQ,HITACHI ENERGY INDIA LTD,0
2000,10473,POWERMECH-EQ,POWER MECH PROJECTS LTD.,0
2001,15209,PPAP-EQ,PPAP AUTOMOTIVE LIMITED,0
2002,10297,PPL-EQ,PRAKASH PIPES LIMITED,0
2003,11571,PPLPHARMA-EQ,PIRAMAL PHARMA LIMITED,0
2004,24785,PPSL-SM,PICTUREPOST STUDIOS LTD,0
2005,13941,PRAENG-EQ,PRAJAY ENG. SYN. LTD.,0
2006,2705,PRAJIND-EQ,PRAJ INDUSTRIES LTD,0
2007,2708,PRAKASH-EQ,PRAKASH INDUSTRIES LTD,0
2008,19599,PRAKASHSTL-EQ,PRAKASH STEELAGE LTD,0
2009,18514,PRAMARA-SM,PRAMARA PROMOTIONS LTD,0
